,pdate,pdate 2,marka,cheader,cheader 2,comments
402,Aug 20,2011,CR-V LX 2.4L,Unwanted Acceleration When Braking,"3,300 miles","['last', 'weekend', 'coming', 'back', 'shopping', 'usual', 'parked', 'crv', 'front', 'garage', 'noticed', 'engine', 'kept', 'rev', 'roaring', 'though', 'place', 'gear', 'neutral', 'nthat', 'third', 'time', 'noticed', 'since', 'bought', 'crv', 'brand', 'new', 'dealerit', 'annoying', 'would', 'like', 'get', 'rid', 'right', 'away', 'possiblewe', 'honda', 'fan', 'many', 'year', 'quality', 'getting', 'worse', 'worsethat', 'one', 'reason', 'sold', 'lovely', 'odyssey06', '50k', '15k', 'transmission', 'started', 'shaking', 'slippingi', 'planning', 'bring', 'car', 'dealer', 'weekend', 'let', 'know', 'problem', 'hopefully', 'diagnose', 'fix', 'problem', 'u', 'lateany', 'advice', 'folk', 'would', 'greatly', 'appreciated']"
403,Aug 20,2011,CR-V LX 2.4L,Unwanted Acceleration When Braking,"3,300 miles","['bought', 'crv', 'weekend', 'use', 'purposein', 'last', '2', 'week', 'wife', 'noticed', 'engine', 'reason', 'rev', 'though', 'put', 'car', 'p', 'gear', 'carwe', 'checked', 'gas', 'pedal', 'see', 'get', 'stuck', 'see', 'anything', 'wrong', 'itwe', 'turned', 'engine', 'restarted', 'problem', 'still', 'existwe', 'bought', 'car', 'month', 'happened', 'twice', 'far', 'already']"
404,Feb 15,2011,CR-V SE V4,Unwanted Acceleration When Braking,"1,400 miles","['engine', 'accelerated', 'tried', 'stopit', 'happened', 'tried', 'stop', 'car', 'accelerated', '6th', 'time', 'first', '1400', 'mile', 'ownership', 'took', 'honda', 'test', 'drove', 'happened', 'verified', 'honda', 'insisted', 'happening', 'could', 'happen', 'one', 'person', 'service', 'believed', 'honda', 'would', 'looked', 'car', 'one', 'point', 'honda', 'even', 'sent', 'letter', 'saying', 'done', 'everything', 'possible', 'nothinig', 'wrong', 'say', 'going', 'put', 'new', 'power', 'contol', 'module', 'pcm', 'fix', 'problem']"
405,Mar 08,2011,CR-V SE V4,Unwanted Acceleration When Braking,"1,868 miles","['safety', 'issue', 'unwanted', 'acceleration', 'braking', 'new', '2011', 'honda', 'crv', 'pulled', 'parking', 'space', 'engine', 'maintained', 'rpm', 'braking', 'shifted', 'neutral', 'rpm', 'went', '4700', 'honda', 'duplicated', 'problem', 'real', 'thing', 'mat', 'pedal', 'foot', 'gas', 'brake', 'time', 'engine', 'really', 'periodically', 'accelerates', 'try', 'stop', 'car', 'happened', 'multiple', 'time', 'honda', 'service', 'test', 'drove', 'car']"
406,Feb 12,2011,CR-V SE V4,Unwanted Acceleration When Braking,"1,196 miles","['safet', 'safety', 'safety', 'driver', 'car', 'pedestrian', 'periodically', 'try', 'stop', 'light', 'crossing', 'engine', 'either', 'rev', 'maintains', 'speed', 'must', 'press', 'hard', 'brake', 'keep', 'car', 'moving', 'forward', 'must', 'shift', 'neutral', 'turn', 'car', 'restart', 'get', 'rid', 'problem', 'occured', 'multiple', 'time', 'witnessed', 'another', 'person', 'car', 'honda', 'keep', 'saying', 'code', 'present', 'reproduce']"
407,Jan 29,2011,CR-V SE V4,Unwanted Acceleration When Braking,723 miles,"['going', '40', 'mph', 'applied', 'brake', 'red', 'light', 'engine', 'maintained', 'speed', 'shift', 'idle', 'shifted', 'neutral', 'per', 'hondas', 'instruction', 'turned', 'car', 'green', 'light', 'started', 'car', 'ok']"
408,Dec 15,2022,CR-V LX 1.5L Turbo,Unwanted Acceleration When Braking,"77,671 miles","['coolant', 'lost', 'radiator', 'system', 'dealer', 'cant', 'find', 'leak', 'seems', 'time', 'related', 'rather', 'hour', 'operation', 'resolved']"
409,Nov 01,2019,CR-V Touring,Unwanted Acceleration When Braking,"20,300 miles","['crazy', 'buy', 'brand', 'new', 'car', 'day', 'age', 'heat', 'like', 'others', 'car', 'running', 'order', 'heat', 'thing', 'warming', 'get', 'god', 'forbid', 'stop', 'long', 'red', 'light', 'cold', 'air', 'blow', 'short', 'trip', 'plan', 'cold']"
410,Nov 29,2019,CR-V EX 1.5t,Unwanted Acceleration When Braking,"18,641 miles","['windshield', 'remains', 'fogged', 'car', 'run', 'km', 'least', 'worst', 'crv', 'ever', 'built']"
411,Oct 19,2022,CR-V,Unwanted Acceleration When Braking,"22,000 miles","['warranty', 'ran', 'july', 'pay', '2000', 'pocket', 'want', 'heat', 'winter', 'car', '22000', 'mile', 'problem', 'manufacturer', 'defect', 'heater']"
412,Dec 03,2018,CR-V LX 1.5lV4,Unwanted Acceleration When Braking,"8,000 miles","['heater', 'working', 'properly', 'seems', 'fan', 'car', 'door', 'seal', 'good', 'told', 'engine', 'small', 'old', 'car', 'toyota', 'size', 'engine', 'heat', 'car', 'well', 'shame']"
413,Dec 31,2018,CR-V EX 1.5L,Unwanted Acceleration When Braking,"15,000 miles","['want', 'say', 'first', 'honda', 'family', 'dozen', 'hondas', 'acuras', 'since', '80', 'nightmare', 'experience', 'since', 'new', 'first', 'hood', 'paint', 'blistered', 'rusted', 'car', '9', 'month', 'old', 'drive', 'around', 'devalued', 'vehicle', 'aftermarket', 'painted', 'hood', 'replaced', 'warranty', 'anyone', 'buy', 'car', 'cant', 'wait', 'get', 'rid', 'think', 'wreck', 'crappy', 'paint', 'job', 'make', 'obvious', 'hood', 'repainted']"
414,Nov 25,2020,CR-V,Unwanted Acceleration When Braking,"54,617 miles","['heat', 'stop', 'working', 'car', 'idle', 'paid', '552', 'new', 'thermostat', 'problem', 'still', 'present', 'heat', 'blowing', 'heating', 'fine', 'car', 'moving', 'stop', 'blowing', 'warm', 'air', 'car', 'idle']"
415,Feb 01,2018,CR-V EX 1.5L,Unwanted Acceleration When Braking,12 miles,"['heat', 'working', 'safety', 'issue', 'get', 'stranded', '20', '50', 'weather', 'freeze', 'death', 'car', 'least', 'come', 'candle', 'keep', 'warm', 'would', 'think', 'actively', 'looking', 'solution', 'update', 'post', 'fix', 'even', 'one', 'besides', 'burning', 'candle', 'heat', 'fire', 'hazard', 'anyone', 'else', 'solution', 'please', 'msg', 'let', 'know', 'leaving', 'comment', 'post', 'im', 'calgary', 'ab', 'canada']"
416,Nov 01,2017,CR-V ES,Unwanted Acceleration When Braking,"6,214 miles","['2017', 'honda', 'crvno', 'heat', 'ever', 'command', 'start', 'least', '3', 'time', 'drive', '20', 'minute', 'still', 'heathave', 'complained', 'dealer', 'honda', 'customer', 'service', 'avail', 'vehicle', 'never', 'sold', 'cold', 'climate', 'class', 'action', 'law', 'suit', 'would', 'definitely', 'join', 'disappointed', '4th', 'honda', 'definitely', 'last', 'still', 'waiting', 'hear', 'back', 'customer', 'service', 'since', 'march', '2020']"
417,Dec 01,2018,CR-V LX 1.5lV4,Unwanted Acceleration When Braking,"5,000 miles","['2017', 'honda', 'crv', 'poor']"
418,Nov 05,2018,CR-V EX-L,Unwanted Acceleration When Braking,"6,500 miles","['worst', 'car', 'ever', 'owned', 'literally', 'owned', 'least', '2030', 'auto', 'long', 'period', 'car', 'warm', 'somewhat', 'soon', 'blower', 'motor', 'come', 'heater', 'gauge', 'drop', 'zero', 'blow', 'cold', 'air', 'using', 'remote', 'start', 'never', 'heat', 'blast', 'cold', 'air', 'honda', 'quality', 'control', 'unacceptable']"
419,Jan 21,2019,CR-V EX-L 1.5L,Unwanted Acceleration When Braking,"27,000 miles","['heat', 'work', 'properly', 'cold', 'auto', 'start', 'nothing', 'warm', 'car', 'car', 'temperature', 'gauge', 'move', 'towards', 'center', 'car', 'moving', 'half', 'way', 'normal', 'car', 'would', 'produce', 'heat', 'car', 'turn', 'heat', 'gauge', 'drop', 'way', 'nothing', 'heat', 'working', 'iâm', 'left', 'window', 'foggyicy', 'limit', 'visibility', 'creating', 'dangerous', 'driving', 'condition', 'even', 'driving', 'highway', '30', 'minute', 'inside', 'car', 'freezing', 'door', 'window', 'foggy', 'start', 'ice', 'form', 'front', 'rear', 'windshield', 'fog', 'fully', 'unfog']"
420,Sep 01,2018,CR-V EX 1.5L Turbo,Unwanted Acceleration When Braking,"18,000 miles","['5th', 'honda', 'second', 'crv', 'live', 'northern', 'new', 'hampshire', 'get', 'cold', 'heat', 'never', 'work', 'correctly', 'time', 'heat', 'even', 'coming', 'vent', 'seems', 'everyone', 'vehicle', 'problem', 'honda', 'doesntcorrect', 'problem', 'ill', 'never', 'purchase', 'another', 'one', '27000', 'cant', 'even', 'get', 'heat']"
421,Feb 21,2019,CR-V EX 1.5L,Unwanted Acceleration When Braking,"23,000 miles","['heat', 'doesnt', 'work', 'properly', 'driving', 'temp', '20', 'degree', 'less', 'daily', 'occurrence', 'wi', 'way', 'vehicle', 'temp', 'gauge', 'seems', 'rise', 'freeway', 'speed', 'driving', '10', 'minute', 'upon', 'stopping', 'light', 'temp', 'gauge', 'routinely', 'drop', 'eye', 'air', 'temp', 'coming', 'vent', 'never', 'seems', 'get', 'hot', 'using', 'remote', 'start', 'warm', 'vehicle', 'car', 'never', 'come', 'c', 'temp', 'gauge', 'vehicle', 'come', 'temp', 'freeway', 'driving', 'doesnt', 'hold', 'temp', 'freeway', 'temp', 'gauge', 'start', 'dropping']"
422,Dec 05,2018,CR-V EX 1.5L,Unwanted Acceleration When Braking,"18,020 miles","['2017', 'honda', 'crv', 'ex', 'recall', 'fix', 'oil', 'dilution', 'issue', 'climate', 'control', 'module', 'replaced', 'part', 'recall', 'however', 'car', 'still', 'warm', 'normal', 'rate', 'temp', 'drop', 'like', 'stone', 'idle', 'recall', 'fix', 'solve', 'engine', 'heat', 'problem', 'assume', 'oil', 'dilution', 'issue', 'may', 'continue', 'well', 'related', 'engine', 'temp', 'hot', 'enough', 'short', 'trip']"
423,Dec 01,2017,CR-V,Unwanted Acceleration When Braking,"5,000 miles","['little', 'heat', 'car', 'winter', 'wrote', 'honda', 'provided', 'nonsense', 'suggestion', 'resolve', 'plugin', 'heater', 'drive', 'low', 'gear', 'etc', 'dont', 'understand', 'honda', 'addressing', 'became', 'aware', 'main', 'consumer', 'organization', 'quebec', 'protegezvous', 'longer', 'recommending', 'vehicle', 'consumer', 'issue', 'sad', 'owned', 'honda', 'vehicle', '40', 'year']"
424,Dec 01,2018,CR-V EX-L 1.5L Turbo,Unwanted Acceleration When Braking,"34,000 miles","['car', 'warm', 'properly', 'cold', 'weather', 'warm', 'idle', 'take', 'long', 'time', 'warm', 'driving', 'honda', 'acknowledge', 'problem']"
425,Jan 06,2018,CR-V EX 1.5L L4,Unwanted Acceleration When Braking,700 miles,"['technician', 'advisor', 'said', 'nothing', 'wrong', 'heat', 'even', 'though', 'blowing', 'cold', 'air', 'made', 'feel', 'hand', 'ran', 'engine', '1', 'hour', 'inside', 'shop', 'said', 'nothing', 'wrong', 'jackass', 'advisor', 'told', 'car', 'low', 'heat', 'cold', 'outside', 'left', 'nothing', 'solved']"
426,Jan 03,2018,CR-V LX 1.5L Turbo,Unwanted Acceleration When Braking,"12,427 miles","['hard', '15l', 'turbo', 'engine', 'reach', 'normal', 'temperature', 'winter', 'dont', 'drive', 'temperature', 'never', 'raise', 'cabin', 'temperature', 'stay', 'cold', 'ice', 'windshield', 'remove', 'scraper', 'even', '20', 'minute', 'idle', 'heat', 'temperature', 'engine', 'raise', 'little', 'pray', 'stop', 'red', 'light', 'long', 'period', 'temperature', 'engine', 'start', 'drop', 'drive', 'heavy', 'traffic', 'become', 'nightmare']"
427,Dec 12,2017,CR-V LX 2.4L,Unwanted Acceleration When Braking,100 miles,"['going', '40', 'mph', 'applied', 'brake', 'red', 'light', 'engine', 'maintained', 'speed', 'shift', 'idle', 'shifted', 'neutral', 'per', 'hondas', 'instruction', 'turned', 'car', 'green', 'light', 'started', 'car', 'ok']"
428,Jun 01,2016,Corolla CE 1.8L,Engine Uses Excessive Oil,"85,600 miles","['engine', 'burnt', 'oil', 'rather', 'quickly', 'put', 'least', '3', 'qt', '5w30', 'every', 'week', '300', 'mile', 'freeway', 'driving']"
429,Sep 20,2019,Corolla LE 1.8L,Engine Uses Excessive Oil,"188,000 miles","['id', 'actually', 'take', 'burning', '1', 'qt', 'every', '1000', 'mile', 'ask', '02', 'corolla', 'several', 'mechanical', 'issue', 'pain', 'as', 'currently', 'burning', '1', 'qt', 'every', '150', 'mile', 'maybe', 'even', '15', 'lucky', 'day', 'ive', 'told', 'replace', 'engine', 'reason', 'also', 'far', 'gone', 'attempting', 'repair', 'one', 'previous', 'owner', 'kind', 'neglected', 'car', 'let', 'leak', 'much', 'oil', 'caused', 'major', 'damage', 'engine', 'bought', 'car', '600', 'go', 'cry', 'toyota', 'since', 'people', 'cant', 'seem', 'take', 'care', 'vehicle']"
430,Apr 12,2018,Corolla 1.8L,Engine Uses Excessive Oil,"148,541 miles","['oil', '5', 'dollar', 'quart', 'us', '2', 'quart', 'per', 'thousand', 'mile', '0w40', 'wouldnt', 'slow', 'paid', '180000', 'car', 'year', 'understand', 'plenty', 'still', 'running', 'using', 'oil', 'recall', 'car', 'sure', 'toyota', 'doesnt', 'even', 'smoke']"
431,Nov 17,2016,Corolla S 1.8L 4 cyl,Engine Uses Excessive Oil,"156,000 miles","['bought', 'car', 'even', 'month', 'later', 'started', 'issue', 'every', 'time', 'came', 'stop', 'afraid', 'gon', 'na', 'get', 'stranded', 'ended', 'replacing', 'cat', 'exhaust', 'manifold', 'o2', 'sensor', 'maf', 'sensor', 'valve', 'cover', 'gasket', 'resinator', 'fix', 'issue', 'car', 'known', 'consuming', 'oil', 'never', '2000', 'mile', 'ago', 'check', 'week', 'barely', 'go', 'shouldnt', 'moving']"
432,May 26,2017,Corolla CE 1.8L L4,Engine Uses Excessive Oil,"208,773 miles","['bought', 'car', '1100', 'nearly', '209000', 'mile', 'discovered', 'buying', 'blew', 'blue', 'smoke', 'exhaust', 'hooray', 'burn', 'oil', 'personally', 'consumes', '1', 'quart', 'every', '1000', 'mile', '5w30', 'grade', 'oil', 'also', 'found', 'guy', 'bought', 'erased', 'check', 'engine', 'code', 'got', 'p0420', 'meaning', 'catalytic', 'converter', 'bad']"
433,Aug 10,2016,Corolla CE 1.8L Inline 4,Engine Uses Excessive Oil,"113,000 miles","['started', 'noticing', 'problem', 'checked', 'engine', 'oil', 'dipstick', 'extremely', 'low', 'unusual', 'since', 'ive', 'personally', 'changed', 'oil', 'week', 'back', 'didnt', 'think', 'much', 'checked', 'leak', 'checked', 'exhaust', 'sign', 'oil', 'seeping', 'refilled', 'oil', 'drove', 'car', 'week', 'checked', 'oil', 'level', 'exact', 'problem', 'oil', 'level', 'halfway']"
434,Jan 01,2013,Corolla,Engine Uses Excessive Oil,"98,500 miles","['excessive', 'oil', 'usage', 'noticed', 'oil', 'disappearing', 'dip', 'stick', 'leaking', 'drive', 'way', 'engine', 'chassis', 'coming', 'exhaust', 'pipe']"
435,Jul 11,2015,Corolla CE 1.8L,Engine Uses Excessive Oil,"100,000 miles","['sister', 'bought', 'car', '3', 'year', 'ago', 'hardly', 'oil', 'checked', 'told', 'small', 'oil', 'leak', 'nothing', 'worth', 'fixing', 'yet', 'otherwise', 'car', 'seemed', 'great', 'condition', 'filled', 'oil', 'didnt', 'check', 'oil', 'much', 'always', 'seemed', 'low', 'oil']"
436,Sep 20,2013,Corolla C 4,Engine Uses Excessive Oil,"110,000 miles","['reading', 'everyones', 'post', 'toyota', 'corolla', 'excessive', 'oil', 'consumption', 'im', 'sooo', 'pissed', 'fact', 'toyota', 'doesnt', 'anything', 'problem', 'ive', 'done', 'engine', 'flush', 'amsoil', 'added', 'amsoil', 'oil', 'guy', 'suggested', 'within', 'three', 'day', 'oil', 'stick', 'showed', 'bone', 'dry', 'bullshit', 'need', 'band', 'together', 'protest', 'toyota', 'something', 'issue']"
437,Oct 01,2012,Corolla,Engine Uses Excessive Oil,"100,000 miles","['went', 'get', 'oil', 'change', 'attendant', 'said', 'couldnt', 'little', 'oil', 'asked', 'leaki', 'said', 'car', 'using', 'excessive', 'amount', 'oil', 'check', 'engine', 'light', 'keep', 'coming', 'soon', 'engine', 'flush', 'light', 'went', 'eventually', 'came', 'back', 'code', 'checked', 'reset', 'minor', 'problem', 'didnt', 'get', 'fixed', 'pas', 'emission']"
438,Jan 03,2013,Corolla CE,Engine Uses Excessive Oil,"137,000 miles","['love', '2002', 'toyota', 'corolla', '8', 'year', 'bought', 'used', '28000', 'mile', '137000', 'rave', 'car', 'coworkers', 'problem', 'always', 'brag', 'good', 'car', 'religiously', 'oil', 'change', 'every', '3000miles', 'every', '3', 'month', 'whichever', 'come', 'first', 'mean', 'really', 'good', 'keeping', 'twice', 'row', 'went', 'oil', 'change', 'guy', 'tell', 'oil', 'really', 'really', 'low', 'time', 'wondered', 'oil', 'leaking', 'dont', 'drive', 'lot', 'around', 'jan', '3', 'still', '700miles', 'go', 'oil', 'change', 'car', 'started', 'rattling', 'like', 'engine', 'going', 'fall', 'week', '2', 'noticed', 'oil', 'light', 'come', 'every', 'time', 'break', 'second', 'go', 'away', 'didnt', 'think', 'much', '2', 'day', 'heard', 'rattling', 'noise', 'noise', 'gotten', 'worse', 'took', 'car', 'shop', 'guy', 'telling', 'engine', 'oil', 'bone', 'dry', 'dont', 'understand', 'keep', 'oil', 'garage', 'maybe', 'refilling', 'every', '1000', 'mile', 'good', 'news', 'hope', 'toyota', 'make', 'issue', 'go', 'away', 'newer', 'model']"
439,Jun 01,2008,Corolla CE,Engine Uses Excessive Oil,"70,215 miles","['june', '2008', 'heard', 'engine', 'rattling', 'coming', 'driveway', 'checked', 'oil', 'level', 'almost', 'completely', 'thought', 'lost', 'oil', 'cap', 'oil', 'pan', 'screw', 'engine', 'burning', 'oil', 'every', '1000km', 'add', '1', 'litre', '15', 'litre', '10w30', 'oil', 'car', 'call', '5w30', 'started', 'excel', 'spreadsheet', 'track', 'dipstick', 'level', 'every', 'sunday', 'morning', 'drive', 'track', 'since', 'car', '100000km', 'warranty', 'toyota', 'wouldnt', 'help', 'unless', 'could', 'produce', 'every', 'oil', 'change', 'receipt', 'partial', 'coverage', 'paid', 'even', 'would', 'cost', '3000', 'fix', 'without', 'receipt', 'august', '2013', 'im', 'getting', '800km', 'adding', '12', 'litre', 'oil', 'well', 'lucas', 'oil', 'additive', 'help', 'reduce', 'burning', 'cheaper', 'alternative', 'car', 'run', 'fine', 'engine', 'light', 'came', 'week', 'ago', 'figure', 'o2', 'sensor', 'burning', 'oil', 'date', 'would', 'say', 'roughly', 'added', '106', 'litre', '10w30', 'engine', 'oil', 'change', 'ever', '5000km', 'yes', 'annoying', 'check', 'week', 'usage', 'timeline', 'get', 'new', 'car', 'start', 'new', 'spreadsheet', 'day', '1', 'one', 'page', 'service', 'mileage', 'invoice', 'number', 'second', 'page', 'part', 'may', 'get', 'like', 'wiper', 'blade', 'air', 'filter', 'etc', 'page', 'three', 'oil', 'consumption', 'based', 'point', 'dipstick', 'mileage', 'recording', 'engine', 'run', 'fine', 'may', 'never', 'use', 'page', 'three', 'much', 'help', 'thing', 'recorded', 'go', 'dealer']"
440,Feb 10,2011,Corolla S 1.8L,Engine Uses Excessive Oil,"100,000 miles","['also', '2002', 'toyota', 'corolla', 'purchased', 'december', '2002', 'recall', 'excessive', 'oil', 'usage', 'problem', 'ever', 'service', 'statement', 'released', 'mean', 'hey', 'know', 'big', 'problem', 'since', 'wont', 'kill', 'anybody', 'tough', 'crap', 'arent', 'going', 'fix', 'least', 'tell', 'mechanic', 'problem', 'charge', 'wazoo', 'replace', 'engine', 'seal', 'believe', 'read', 'service', 'statement', 'problem', 'type', 'seal', 'used', 'wish', 'would', 'known', 'problem', 'isnt', 'possible', 'since', 'purchased', 'car', 'year', 'old', 'still', 'admit', 'thing', 'caused', 'problem', 'think', 'head', 'leak', 'car', 'reliable', 'non', 'less', 'pissed', 'wont', 'fix', 'known', 'problem', 'engine']"
441,May 01,2010,Corolla,Engine Uses Excessive Oil,"58,000 miles","['wish', 'known', 'problem', 'replaced', 'first', 'engine', 'problem', 'replacement', 'daughter', 'bought', 'car', 'new', 'engine', 'blew', '58000', 'mile', 'one', 'month', 'warranty', 'replaced', 'engine', 'got', 'car', 'bought', 'new', 'minivan', 'car', '20000', 'mile', 'used', 'replacement', 'engine', 'us', 'excessive', 'oil', 'every', '300mi', 'ive', 'used', 'fullsynthetic', 'holding', 'breath', 'engine', 'blowsscumbags', 'toyota', 'definitley', 'burning', 'oil', 'smear', 'bumper', 'around', 'tailpipe', 'never', 'buy', 'toyota', 'broadcast', 'everywhere']"
